genre,dtg,mpaa,releasedate,budget,runtime,title
Foreign,122558,R,2011-05-11 00:00:00,12000000,132,City of Life and Death
Foreign,611709,Unrated,2011-10-21 00:00:00,nan,103,Le Havre
Thriller,10324441,R,2011-09-16 00:00:00,25000000,105,Straw Dogs
Comedy / Drama,10130219,PG,2011-04-29 00:00:00,8000000,103,Prom
Foreign,1008098,R,2011-04-01 00:00:00,5500000,119,In a Better World
Crime Thriller,24094,R,2011-10-14 00:00:00,nan,90,Trespass
Foreign,1400726,PG-13,2011-09-02 00:00:00,nan,100,Saving Private Perez
Foreign,708215,R,2011-07-29 00:00:00,nan,84,Point Blank
Foreign,543100,R,2011-03-18 00:00:00,nan,103,Winter in Wartime
Comedy / Drama,4439201,R,2011-01-14 00:00:00,30000000,132,Barney's Version
Foreign,44745,R,2011-12-02 00:00:00,nan,,Outrage
Documentary,1612430,PG-13,2011-08-12 00:00:00,nan,106,Senna
Romance,98986,R,2011-05-06 00:00:00,nan,90,Last Night
Comedy,7204138,PG,2011-10-14 00:00:00,41000000,100,The Big Year
Comedy / Drama,970816,PG-13,2011-05-06 00:00:00,21000000,91,The Beaver
Comedy,6928068,R,2011-03-04 00:00:00,nan,114,Take Me Home Tonight
Comedy,6861102,R,2011-02-11 00:00:00,nan,86,Cedar Rapids
Foreign,352428,Unrated,2011-04-15 00:00:00,nan,135,The Princess of Montpensier
Documentary,5304920,G,2011-04-29 00:00:00,nan,90,Cave of Forgotten Dreams
Foreign,153215,Unrated,2011-08-12 00:00:00,3500000,129,Sex and Zen 3D: Extreme Ecstasy
Thriller,1738692,R,2011-12-09 00:00:00,nan,112,We Need to Talk About Kevin
Sci-Fi Comedy,1024175,R,2011-07-29 00:00:00,13000000,88,Attack the Block
Foreign,518017,Unrated,2011-02-18 00:00:00,nan,103,Even the Rain
Foreign,162138,Unrated,2011-11-04 00:00:00,nan,100,Young Goethe in Love
Horror,32771,PG-13,2011-11-11 00:00:00,nan,82,11-11-11
Foreign,1373975,Unrated,2011-03-11 00:00:00,nan,106,Certified Copy
Foreign,463540,Unrated,2011-04-08 00:00:00,nan,125,Thank You
Drama,4441272,R,2011-01-21 00:00:00,15000000,105,The Company Men
Foreign,0,R,2011-09-30 00:00:00,nan,137,Force
Horror Comedy,223838,R,2011-09-30 00:00:00,nan,89,Tucker & Dale Vs. Evil
Crime Drama,16075,R,2011-11-11 00:00:00,nan,103,London Boulevard
Horror Comedy,1186538,PG-13,2011-04-29 00:00:00,nan,107,Dylan Dog: Dead of Night
Foreign,514237,R,2011-06-24 00:00:00,nan,100,The Names of Love
Adventure,4430765,PG-13,2011-10-07 00:00:00,nan,115,The Way
Comedy,4833,R,2011-09-09 00:00:00,nan,92,Burke and Hare
Foreign,7615,Unrated,2011-11-18 00:00:00,nan,120,King of Devil's Island
Drama,501360,R,2011-06-10 00:00:00,nan,130,Bride Flight
Foreign,253444,PG-13,2011-06-10 00:00:00,nan,90,Trollhunter
Documentary,4038912,PG,2011-06-17 00:00:00,nan,88,Buck
Foreign,85526,Unrated,2011-02-11 00:00:00,nan,107,Carancho
Romance,3395391,PG-13,2011-10-28 00:00:00,nan,89,Like Crazy
Thriller,137921,PG-13,2011-10-28 00:00:00,nan,98,The Double
Foreign / Action,3680306,Unrated,2011-12-22 00:00:00,nan,143,Don 2
Foreign,539792,Unrated,2011-09-02 00:00:00,nan,106,Love Crime
Foreign,2071334,R,2011-04-22 00:00:00,6800000,130,Incendies
Drama,2990625,R,2011-10-21 00:00:00,nan,120,Martha Marcy May Marlene
Drama,0,R,2011-10-14 00:00:00,8000000,,Fireflies in the Garden
Action,538690,R,2011-09-23 00:00:00,30000000,123,Machine Gun Preacher
Foreign,40548,R,2011-08-19 00:00:00,nan,101,The Last Circus
Romantic Comedy,3033623,PG-13,2011-01-28 00:00:00,nan,107,From Prada to Nada
Crime Comedy,5043,Unrated,2011-08-19 00:00:00,nan,87,Flypaper
Foreign,3108485,Unrated,2011-07-15 00:00:00,nan,155,Zindagi Na Milegi Dobara
Drama,1730296,R,2011-09-30 00:00:00,5000000,120,Take Shelter
Animation,555166,PG,2011-10-14 00:00:00,nan,72,The Greatest Miracle
Foreign,45759,Unrated,2011-07-06 00:00:00,nan,125,Rapt
Foreign,161194,R,2011-12-02 00:00:00,nan,88,Pastorela
Foreign,1514942,Unrated,2011-04-15 00:00:00,4300000,95,The Double Hour
Comedy / Drama,2711643,R,2011-05-13 00:00:00,5000000,100,Everything Must Go
Drama,59954,Unrated,2011-09-16 00:00:00,nan,119,3
Drama,143480,R,2011-10-21 00:00:00,nan,105,Oranges and Sunshine
Foreign / Action,14890,R,2011-01-14 00:00:00,nan,99,Ong Bak 3
Foreign,356149,Unrated,2011-02-11 00:00:00,nan,139,Poetry
Drama,71158,Unrated,2011-07-15 00:00:00,nan,100,The Tree
Foreign / Action,47896,PG-13,2011-03-18 00:00:00,nan,95,"The Butcher, the Chef and the Swordsman"
Comedy,2030962,Unrated,2011-06-10 00:00:00,nan,107,The Trip
Foreign,14566,Unrated,2011-04-15 00:00:00,nan,100,Armadillo
Foreign,1834384,Unrated,2011-08-31 00:00:00,nan,145,Bodyguard
Period Drama,229653,R,2011-08-26 00:00:00,12000000,111,Brighton Rock
Foreign,37743,Unrated,2011-01-14 00:00:00,nan,105,A Somewhat Gentle Man
Documentary,29316,Unrated,2011-05-13 00:00:00,nan,84,The Topp Twins: Untouchable Girls
Drama,1321194,PG-13,2011-07-22 00:00:00,nan,92,Another Earth
Drama,1759252,PG-13,2011-06-24 00:00:00,10000000,97,A Better Life
Romantic Comedy,1710,R,2011-10-14 00:00:00,nan,97,Chalet Girl
Foreign,993031,Unrated,2011-01-14 00:00:00,nan,145,Yamla Pagla Deewana
Documentary,1510026,Unrated,2011-03-16 00:00:00,nan,84,Bill Cunningham New York
Romance,1430241,PG-13,2011-06-17 00:00:00,nan,84,The Art of Getting By
Drama,1361512,R,2011-07-29 00:00:00,19100000,108,The Devil's Double
Foreign,184292,Unrated,2011-03-02 00:00:00,nan,114,Uncle Boonmee Who Can Recall His Past Lives
Drama,1124966,R,2011-08-05 00:00:00,nan,112,The Whistleblower
Horror Thriller,1104682,R,2011-03-05 00:00:00,nan,97,Red State
Drama,7200,Unrated,2011-12-07 00:00:00,nan,87,London River
Foreign,1078826,Unrated,2011-11-25 00:00:00,nan,122,Desi Boyz
Foreign,19631,Unrated,2011-01-28 00:00:00,nan,119,When We Leave
Drama,1069334,PG-13,2011-05-06 00:00:00,36000000,120,There Be Dragons
Horror Thriller,22729,R,2011-02-18 00:00:00,nan,93,Vanishing on 7th Street
Documentary,1067028,R,2011-06-17 00:00:00,nan,88,Page One: A Year Inside the New York Times
Foreign,32869,Unrated,2011-01-07 00:00:00,nan,105,The Time That Remains
Foreign,986697,Unrated,2011-11-11 00:00:00,nan,,Rockstar
Western,977772,PG,2011-04-08 00:00:00,2000000,104,Meek's Cutoff
Crime Thriller,45469,R,2011-10-14 00:00:00,nan,109,Texas Killing Fields
Foreign,955148,Unrated,2011-06-03 00:00:00,nan,157,Ready
Drama,373420,PG-13,2011-03-25 00:00:00,nan,114,Miral
Comedy / Drama,467602,R,2011-06-03 00:00:00,nan,97,Submarine
Drama,841733,R,2011-08-26 00:00:00,2000000,109,Higher Ground
Foreign,707885,Unrated,2011-08-19 00:00:00,4500000,120,Mozart's Sister
Documentary,3164,Unrated,2011-01-14 00:00:00,nan,95,Plastic Planet
Foreign,6330,Unrated,2011-07-08 00:00:00,nan,130,Chillar Party
Foreign,728316,Unrated,2011-09-23 00:00:00,nan,155,Mausam
Drama,332306,PG-13,2011-05-13 00:00:00,nan,103,The First Grader
Action,703372,Unrated,2011-05-06 00:00:00,nan,86,Hobo With a Shotgun
Documentary,696921,R,2011-07-15 00:00:00,nan,87,Tabloid
Foreign,576639,Unrated,2011-01-21 00:00:00,nan,100,Dhobi Ghat
Foreign,651096,Unrated,2011-08-12 00:00:00,nan,,Aarakshan
Documentary,638476,PG-13,2011-04-22 00:00:00,1800000,90,POM Wonderful Presents: The Greatest Movie Ever Sold
Foreign,440525,Unrated,2011-01-07 00:00:00,nan,130,No One Killed Jessica
Foreign,8242,Unrated,2011-03-25 00:00:00,nan,111,Korkoro
Western,200558,R,2011-10-07 00:00:00,nan,98,Blackthorn
Foreign,0,Unrated,2011-02-04 00:00:00,nan,124,How I Ended This Summer
Thriller,9216,R,2011-07-08 00:00:00,nan,100,The Ledge
Foreign,68723,Unrated,2011-02-25 00:00:00,nan,100,Heartbeats
Drama,568662,R,2011-07-29 00:00:00,1000000,91,The Future
Foreign,564489,R,2011-04-22 00:00:00,nan,130,Dum Maaro Dum
Foreign,543646,Unrated,2011-06-24 00:00:00,nan,138,Double Dhamaal
Sci-Fi Comedy,118919,Unrated,2011-01-28 00:00:00,nan,86,Kaboom
Foreign,496172,Unrated,2011-09-09 00:00:00,nan,145,Mere Brother Ki Dulhan
Drama,484592,Unrated,2011-09-23 00:00:00,nan,97,Weekend
Foreign,0,Unrated,2011-08-05 00:00:00,nan,98,Protektor
Drama,454121,R,2011-08-26 00:00:00,1000000,107,Circumstance
Drama,25423,R,2011-02-04 00:00:00,nan,102,The Other Woman
Documentary,411184,PG-13,2011-07-08 00:00:00,nan,93,Project Nim
Foreign,0,Unrated,2011-01-28 00:00:00,nan,89,Rage
Foreign,64014,Unrated,2011-03-04 00:00:00,nan,103,The Human Resources Manager
Comedy / Drama,382946,R,2011-05-13 00:00:00,7000000,109,Hesher
Foreign,270207,Unrated,2011-02-18 00:00:00,nan,137,7 Khoon Maaf
Drama,8464,R,2011-11-18 00:00:00,nan,115,Another Happy Day
Foreign,350864,Unrated,2011-07-22 00:00:00,nan,143,Singham
Historical Drama,312187,Unrated,2011-09-14 00:00:00,nan,92,The Mill and the Cross
Comedy,327716,R,2011-04-01 00:00:00,2500000,90,Super
Foreign,312494,Unrated,2011-05-13 00:00:00,nan,100,L'Amour Fou
Documentary,304052,PG,2011-10-21 00:00:00,nan,76,Being Elmo: A Puppeteer's Journey
Drama,303877,R,2011-12-23 00:00:00,nan,127,In the Land of Blood and Honey
Foreign,8856,Unrated,2011-08-26 00:00:00,nan,95,Special Treatment
Foreign,651,Unrated,2011-03-25 00:00:00,nan,90,Illegal
Documentary,282448,Unrated,2011-07-29 00:00:00,nan,125,The Interrupters
Foreign,273829,Unrated,2011-10-07 00:00:00,nan,128,Rascals
Documentary,273749,Unrated,2011-09-09 00:00:00,nan,92,The Black Power Mix Tape: 1967-1975
Adventure,22554,R,2011-03-11 00:00:00,nan,97,Black Death
Foreign,152530,Unrated,2011-03-30 00:00:00,nan,88,Le Quattro Volte
Documentary,252788,PG-13,2011-07-29 00:00:00,nan,90,Life in a Day
Foreign,4157,Unrated,2011-05-06 00:00:00,nan,84,Caterpillar
Foreign,1350,Unrated,2011-09-02 00:00:00,nan,100,Little Girl
Foreign,237181,Unrated,2011-07-27 00:00:00,nan,108,El Bulli: Cooking in Progress
Foreign,12135,Unrated,2011-01-05 00:00:00,nan,94,"If I Want to Whistle, I Whistle"
Documentary,223880,PG-13,2011-11-11 00:00:00,nan,107,Into the Abyss
Romantic Comedy,216110,R,2011-03-04 00:00:00,nan,94,HappyThankYouMorePlease
Foreign,83451,Unrated,2011-02-03 00:00:00,nan,90,The Robber
Comedy,102541,R,2011-04-08 00:00:00,nan,108,Henry's Crime
Comedy,200227,R,2011-09-02 00:00:00,nan,95,A Good Old Fashioned Orgy
Foreign,32977,Unrated,2011-06-03 00:00:00,nan,101,Film Socialisme
Drama,188850,Unrated,2011-08-31 00:00:00,nan,165,Bol
Foreign,12979,Unrated,2011-06-24 00:00:00,nan,94,Leap Year
Foreign,9862,Unrated,2011-04-13 00:00:00,nan,92,A Screaming Man
Documentary,183790,Unrated,2011-06-17 00:00:00,nan,93,Jig
Documentary,163488,Unrated,2011-01-13 00:00:00,nan,90,Nostalgia for the Light
Drama / Thriller,15790,Unrated,2011-07-08 00:00:00,nan,95,Anchor Baby
Thriller,168226,R,2011-08-05 00:00:00,nan,105,Bellflower
Drama,163265,PG-13,2011-09-16 00:00:00,8000000,91,Restless
Romantic Thriller,40294,R,2011-06-10 00:00:00,nan,121,Road to Nowhere
Documentary,154521,R,2011-08-05 00:00:00,nan,90,Magic Trip
Documentary,153088,Unrated,2011-11-11 00:00:00,nan,82,Eames: The Architect and the Painter
Documentary,150886,PG-13,2011-10-21 00:00:00,nan,90,Revenge of the Electric Car
Horror,141877,Unrated,2011-10-07 00:00:00,nan,88,The Human Centipede 2: Full Sequence
Thriller,141358,Unrated,2011-02-04 00:00:00,nan,96,Cold Weather
Foreign / Action,139528,Unrated,2011-04-01 00:00:00,nan,135,Game
Foreign,135739,R,2011-10-07 00:00:00,nan,,1911
Foreign,134461,PG-13,2011-07-15 00:00:00,nan,100,"Life, Above All"
Foreign,129834,Unrated,2011-11-16 00:00:00,nan,84,Tomboy
Foreign,32127,Unrated,2011-05-06 00:00:00,nan,83,Octubre
Documentary,21620,Unrated,2011-04-27 00:00:00,nan,94,The Arbor
Foreign,110507,Unrated,2011-08-05 00:00:00,nan,272,Mysteries of Lisbon
Documentary,85974,PG,2011-02-11 00:00:00,nan,90,Vidal Sassoon: The Movie
Drama,120016,R,2011-04-01 00:00:00,4000000,105,Trust
Documentary,105710,Unrated,2011-11-16 00:00:00,nan,70,Steve Jobs: The Lost Interview
Horror Comedy,100370,R,2011-04-01 00:00:00,nan,85,Rubber
Sci-Fi,100072,R,2011-06-24 00:00:00,nan,139,The Man Who Fell to Earth
Documentary,81881,G,2011-09-09 00:00:00,nan,85,The Whale
Drama,77247,R,2011-06-03 00:00:00,nan,100,Beautiful Boy
Drama,68945,R,2011-09-23 00:00:00,nan,99,Puncture
Foreign,66171,Unrated,2011-05-20 00:00:00,nan,,A Beautiful Life
Foreign,27813,Unrated,2011-05-25 00:00:00,nan,99,"Tuesday, After Christmas"
Foreign,61759,R,2011-06-10 00:00:00,nan,96,Viva Riva!
Foreign,59472,Unrated,2011-07-08 00:00:00,nan,145,Murder 2
Drama,55125,R,2011-10-07 00:00:00,nan,90,Dirty Girl
War,0,Unrated,2011-01-14 00:00:00,nan,75,Battleship Potemkin
Foreign,48557,Unrated,2011-05-13 00:00:00,nan,,Love U Mr. Kalakaar
Drama,46495,R,2011-09-30 00:00:00,14000000,,Margaret
Foreign,45154,R,2011-09-16 00:00:00,nan,88,"Happy, Happy"
Comedy / Drama,41045,Unrated,2011-07-22 00:00:00,nan,96,The Myth of the American Sleepover
Documentary,40634,Unrated,2011-10-05 00:00:00,nan,88,Hell and Back Again
Foreign,0,Unrated,2011-11-30 00:00:00,nan,111,Khodorkovsky
Drama,36578,Unrated,2011-12-02 00:00:00,nan,102,Sleeping Beauty
Foreign,36533,Unrated,2011-09-09 00:00:00,nan,97,My Kingdom
Foreign,34787,PG,2011-09-09 00:00:00,nan,103,Love in Space
Horror,33245,R,2011-04-22 00:00:00,nan,98,Stake Land
Crime Drama,19722,R,2011-02-18 00:00:00,nan,76,Brotherhood
Crime Thriller,30680,R,2011-11-04 00:00:00,nan,95,The Son of No One
Foreign,30116,Unrated,2011-09-30 00:00:00,nan,136,Muran
Foreign,29066,Unrated,2011-07-08 00:00:00,nan,82,The Sleeping Beauty
Drama,22321,Unrated,2011-11-18 00:00:00,nan,91,Tyrannosaur
Comedy,22270,R,2011-04-08 00:00:00,nan,89,Ceremony
Foreign,8705,Unrated,2011-09-02 00:00:00,nan,90,I'm Glad My Mother is Alive
Foreign,0,Unrated,2011-06-17 00:00:00,nan,,Always Kabhi Kabhi
Foreign,0,Not Yet Rated,2011-06-02 00:00:00,nan,113,Empire of Silver
Action Drama,17479,R,2011-08-19 00:00:00,12000000,113,5 Days of War
Foreign,0,Unrated,2011-06-29 00:00:00,nan,181,Aurora
Foreign,10697,Unrated,2011-12-09 00:00:00,nan,,Magic to Win
Thriller,8020,R,2011-04-01 00:00:00,nan,89,Wrecked
Foreign,6850,Unrated,2011-12-09 00:00:00,nan,109,My Piece of the Pie
Thriller,6361,R,2011-12-09 00:00:00,nan,116,I Melt With You
Foreign,6298,Unrated,2011-09-30 00:00:00,nan,,My Joy
Foreign,4029,Unrated,2011-04-08 00:00:00,nan,133,To Die Like a Man
Action,0,Unrated,2011-02-11 00:00:00,20000,93,Blood Ties
Documentary,2647,R,2011-12-09 00:00:00,nan,97,Knuckle
Drama,2560,PG,2011-09-09 00:00:00,nan,92,Main Street
Romantic Comedy,1926,PG-13,2011-06-03 00:00:00,nan,90,"Love, Wedding, Marriage"
Drama,1279,PG-13,2011-05-06 00:00:00,nan,96,An Invisible Sign
